--- Terminal on /dev/cu.usbmodem14103 | 230400 8-N-1
--- Available filters and text transformations: colorize, debug, default, direct, hexlify, log2file, nocontrol, printable, send_on_enter, time
--- More details at https://bit.ly/pio-monitor-filters
--- Quit: Ctrl+C | Menu: Ctrl+T | Help: Ctrl+T followed by Ctrl+H
----------
0.563478, 476, 12, 50, 20
1.033044, 656, 19, 50, 20
1.502609, 749, 27, 50, 20
1.925217, 820, 34, 50, 20
2.332174, 933, 42, 50, 20
2.739130, 965, 49, 50, 20
3.099130, 1065, 57, 50, 20
3.490435, 1116, 65, 50, 20
3.850435, 1173, 72, 50, 20
4.179131, 1266, 80, 50, 20
4.539130, 1296, 87, 50, 20
4.867826, 1380, 95, 50, 20
5.243478, 1411, 103, 50, 20
5.619131, 1478, 111, 50, 20
6.026087, 1537, 119, 50, 20
6.495652, 1540, 126, 50, 20
6.902609, 1569, 134, 50, 20
7.340869, 1578, 142, 50, 20
7.747826, 1612, 150, 50, 20
8.154782, 1664, 158, 50, 20
8.561739, 1664, 166, 50, 20
8.953044, 1707, 174, 50, 20
9.328695, 1751, 182, 50, 20
9.766956, 1754, 190, 50, 20
10.142609, 1799, 197, 50, 20
10.518261, 1808, 205, 50, 20
10.909565, 1849, 213, 50, 20
11.316522, 1877, 221, 50, 20
11.692174, 1874, 229, 50, 20
12.067826, 1935, 237, 50, 20
12.396522, 1944, 245, 50, 20
12.787827, 1974, 253, 50, 20
13.179131, 1980, 261, 50, 20
13.523479, 2009, 270, 50, 20
13.867826, 2056, 278, 50, 20
14.196522, 2078, 286, 50, 20
14.556521, 2091, 295, 50, 20
14.869565, 2113, 303, 50, 20
15.198261, 2154, 311, 50, 20
15.511304, 2146, 320, 50, 20
15.793043, 2152, 328, 50, 20
16.106087, 2181, 337, 50, 20
16.387827, 2202, 345, 50, 20
16.606956, 2220, 353, 50, 20
16.888695, 2240, 362, 50, 20
17.123478, 2238, 370, 50, 20
17.311304, 2282, 378, 50, 20
17.561739, 2259, 387, 50, 20
17.749565, 2287, 395, 50, 20
17.906088, 2311, 403, 50, 20
18.109566, 2325, 412, 50, 20
18.281738, 2333, 420, 50, 20
18.422609, 2343, 429, 50, 20
18.532173, 2353, 437, 50, 20
18.657391, 2374, 445, 50, 20
18.766956, 2388, 454, 50, 20
18.860870, 2400, 462, 50, 20
18.970434, 2378, 470, 50, 20
19.064348, 2415, 479, 50, 20
19.158260, 2414, 487, 50, 20
19.267826, 2420, 495, 50, 20
17.765217, 2377, 504, 50, 20
15.902609, 2024, 512, 50, 20
14.869565, 1674, 521, 50, 20
14.259130, 1402, 529, 50, 20
13.773913, 1277, 537, 50, 20
13.398261, 1105, 546, 50, 20
13.069565, 1065, 554, 50, 20
12.787827, 956, 562, 50, 20
12.521739, 923, 571, 50, 20
12.302608, 845, 579, 50, 20
12.099131, 824, 587, 50, 20
11.911304, 776, 596, 50, 20
11.723478, 753, 604, 50, 20
11.551305, 728, 612, 50, 20
11.394783, 700, 621, 50, 20
11.222609, 668, 629, 50, 20
11.066087, 643, 637, 50, 20
10.909565, 627, 646, 50, 20
10.674783, 707, 654, 50, 20
10.471304, 704, 662, 50, 20
10.252174, 732, 671, 50, 20
10.017391, 714, 679, 50, 20
9.766956, 715, 687, 50, 20
9.532174, 686, 696, 50, 20
9.266087, 680, 704, 50, 20
9.015652, 648, 712, 50, 20
8.765218, 644, 720, 50, 20
8.483479, 645, 729, 50, 20
8.233044, 617, 737, 50, 20
7.935652, 613, 745, 50, 20
7.638261, 592, 754, 50, 20
7.325217, 566, 763, 50, 20
6.996522, 546, 772, 50, 20
6.667826, 542, 780, 50, 20
6.323478, 516, 789, 50, 20
5.947826, 492, 798, 50, 20
5.572174, 471, 807, 50, 20
5.165217, 448, 816, 50, 20
4.758261, 449, 825, 50, 20
4.320000, 428, 834, 50, 20
3.881739, 398, 843, 50, 20
3.427826, 372, 852, 50, 20
2.942609, 351, 860, 50, 20
2.473043, 321, 869, 50, 20
1.987826, 289, 878, 50, 20
1.502609, 269, 887, 50, 20
1.017391, 221, 896, 50, 20
0.500870, 209, 905, 50, 20
0.000000, 185, 913, 50, 20
-0.579130, 154, 923, 50, 20
-1.158261, 125, 932, 50, 20
-1.753044, 114, 942, 50, 20
-2.363478, 69, 951, 50, 20
-2.958261, 58, 961, 50, 20
-3.553043, 38, 970, 50, 20
-4.147826, 21, 979, 50, 20
-4.773913, 13, 989, 50, 20
-5.384348, 0, 998, 50, 20
-5.994782, 0, 1008, 50, 20
-6.605217, 0, 1017, 50, 20
-7.215652, 0, 1026, 50, 20
-7.841739, 0, 1036, 50, 20
-8.452174, 0, 1045, 50, 20
-9.062609, 0, 1054, 50, 20
-9.673043, 0, 1064, 50, 20
-10.283479, 0, 1073, 50, 20
-10.909565, 0, 1083, 50, 20
-11.520000, 0, 1092, 50, 20
-12.161739, 0, 1102, 50, 20
-12.787827, 0, 1111, 50, 20
-13.429565, 0, 1121, 50, 20
-14.024348, 0, 1130, 50, 20
-14.619130, 0, 1140, 50, 20
-15.182609, 0, 1150, 50, 20
-15.730434, 0, 1159, 50, 20
-16.309565, 0, 1169, 50, 20
-16.873043, 0, 1179, 50, 20
-17.436522, 0, 1188, 50, 20
-17.984348, 0, 1198, 50, 20
-18.500870, 0, 1208, 50, 20
-19.001740, 0, 1217, 50, 20
-19.502609, 0, 1227, 50, 20
-20.003479, 0, 1236, 50, 20
-20.488695, 0, 1246, 50, 20
-20.958261, 0, 1256, 50, 20
-21.412174, 0, 1265, 50, 20
-21.850435, 0, 1275, 50, 20
-22.241739, 0, 1284, 50, 20
-22.633043, 0, 1293, 50, 20
-23.024347, 0, 1303, 50, 20
-23.400000, 0, 1312, 50, 20
-23.760000, 0, 1322, 50, 20
-24.088696, 0, 1331, 50, 20
-24.433043, 0, 1341, 50, 20
-24.793043, 0, 1350, 50, 20
-25.106087, 0, 1360, 50, 20
-25.387827, 0, 1369, 50, 20
-25.685217, 0, 1379, 50, 20
-25.951303, 0, 1388, 50, 20
-26.186087, 0, 1398, 50, 20
-26.420870, 0, 1407, 50, 20
-26.639999, 0, 1417, 50, 20
-26.843479, 0, 1426, 50, 20
-27.062609, 0, 1435, 50, 20
-27.234783, 0, 1445, 50, 20
-27.406956, 0, 1454, 50, 20
-27.579130, 0, 1464, 50, 20
-27.751305, 0, 1473, 50, 20
-27.939131, 0, 1483, 50, 20
-28.095652, 0, 1492, 50, 20
-28.158260, 0, 1502, 50, 20
-25.669565, 0, 1511, 50, 20
-24.667826, 0, 1521, 50, 20
-24.088696, 0, 1530, 50, 20
-23.650434, 25, 1540, 50, 20
-23.290434, 74, 1549, 50, 20
-22.977392, 93, 1559, 50, 20
-22.695652, 118, 1568, 50, 20
-22.445217, 98, 1578, 50, 20
-22.210434, 130, 1587, 50, 20
-21.991304, 115, 1597, 50, 20
-21.772175, 146, 1606, 50, 20
-21.553043, 128, 1616, 50, 20
-21.333914, 122, 1625, 50, 20
-21.114782, 123, 1635, 50, 20
-20.895653, 136, 1644, 50, 20
-20.660870, 124, 1654, 50, 20
-20.410435, 141, 1663, 50, 20
-20.160000, 131, 1673, 50, 20
-19.893913, 121, 1683, 50, 20
-19.612173, 142, 1692, 50, 20
-19.330435, 123, 1702, 50, 20
-19.017391, 130, 1711, 50, 20
-18.688696, 139, 1721, 50, 20
-18.360001, 150, 1730, 50, 20
-18.015652, 160, 1740, 50, 20
-17.671305, 172, 1749, 50, 20
-17.280001, 174, 1759, 50, 20
-16.888695, 188, 1769, 50, 20
-16.481739, 184, 1778, 50, 20
-16.059130, 199, 1788, 50, 20
-15.620870, 211, 1798, 50, 20
-15.182609, 214, 1808, 50, 20
-14.713043, 244, 1817, 50, 20
-14.227826, 252, 1827, 50, 20
-13.758261, 279, 1837, 50, 20
-13.273044, 300, 1847, 50, 20
-12.772174, 331, 1856, 50, 20
-12.255652, 346, 1866, 50, 20
-11.739130, 394, 1876, 50, 20
-11.206957, 418, 1886, 50, 20
-10.674783, 442, 1895, 50, 20
-10.126957, 477, 1905, 50, 20
-9.563478, 523, 1915, 50, 20
-9.000000, 565, 1924, 50, 20
-8.420870, 605, 1933, 50, 20
-7.841739, 667, 1943, 50, 20
-7.246956, 675, 1952, 50, 20
-6.667826, 723, 1962, 50, 20
-6.057391, 761, 1971, 50, 20
-5.478261, 800, 1981, 50, 20
-4.883478, 822, 1990, 50, 20
-4.273044, 851, 2000, 50, 20
-3.678261, 889, 2009, 50, 20
-3.083478, 917, 2019, 50, 20
-2.473043, 939, 2028, 50, 20
-1.878261, 976, 2038, 50, 20
-1.299130, 1026, 2047, 50, 20
-0.704348, 1051, 2056, 50, 20
-0.125217, 1089, 2066, 50, 20
0.406957, 1124, 2075, 50, 20
0.939130, 1156, 2084, 50, 20
1.486956, 1183, 2092, 50, 20
2.034783, 1224, 2101, 50, 20
2.582609, 1251, 2110, 50, 20
3.114783, 1298, 2119, 50, 20
3.584348, 1325, 2128, 50, 20
4.085217, 1345, 2137, 50, 20
4.523478, 1403, 2146, 50, 20
4.977391, 1416, 2155, 50, 20
5.446957, 1466, 2164, 50, 20
5.900869, 1495, 2173, 50, 20
6.354783, 1524, 2182, 50, 20
6.808696, 1545, 2191, 50, 20
7.246956, 1592, 2200, 50, 20
7.638261, 1634, 2209, 50, 20
8.076522, 1665, 2218, 50, 20
8.467826, 1704, 2226, 50, 20
8.874783, 1711, 2235, 50, 20
9.234782, 1767, 2244, 50, 20
9.594783, 1771, 2253, 50, 20
9.986087, 1801, 2262, 50, 20
10.330435, 1822, 2271, 50, 20
10.706087, 1836, 2280, 50, 20
11.050435, 1878, 2289, 50, 20
11.394783, 1891, 2297, 50, 20
11.739130, 1931, 2306, 50, 20
12.052174, 1930, 2315, 50, 20
12.349566, 1964, 2324, 50, 20
12.662609, 1962, 2333, 50, 20
12.960000, 1980, 2342, 50, 20
13.257391, 2014, 2350, 50, 20
13.507826, 2035, 2359, 50, 20
13.805218, 2040, 2368, 50, 20
14.055653, 2057, 2377, 50, 20
14.337391, 2074, 2386, 50, 20
14.556521, 2072, 2394, 50, 20
14.760000, 2116, 2403, 50, 20
14.994782, 2117, 2412, 50, 20
15.182609, 2132, 2421, 50, 20
15.323479, 2148, 2430, 50, 20
15.495652, 2163, 2439, 50, 20
15.636521, 2171, 2448, 50, 20
15.777391, 2175, 2456, 50, 20
15.886956, 2200, 2465, 50, 20
16.012175, 2220, 2474, 50, 20
16.121738, 2242, 2483, 50, 20
16.231304, 2249, 2492, 50, 20
16.340870, 2251, 2501, 50, 20
13.445217, 1988, 2509, 50, 20
12.083478, 1660, 2518, 50, 20
11.410435, 1295, 2527, 50, 20
10.878261, 1138, 2536, 50, 20
10.486957, 962, 2545, 50, 20
10.126957, 907, 2553, 50, 20
9.829565, 815, 2562, 50, 20
9.547826, 760, 2571, 50, 20
9.297391, 706, 2580, 50, 20
9.078260, 673, 2589, 50, 20
8.874783, 620, 2597, 50, 20
8.686956, 603, 2606, 50, 20
8.514783, 575, 2615, 50, 20
8.342608, 548, 2623, 50, 20
8.170435, 512, 2632, 50, 20
